experiment,alt_experiment,model,organisation,run,hfds,hfy,hfbasin,tauuo,tauvo,sos,thetao,so,areacello,volcello,depth,basin,tas,pr,pr-ocean,evspsbl,evs,areacella,sftlf,od550aer,comments
historical,historical,CanESM2,CCCMA,r1i1p1,noesgf,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CanESM2,CCCMA,r2i1p1,noesgf,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CanESM2,CCCMA,r3i1p1,noesgf,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CanESM2,CCCMA,r4i1p1,noesgf,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CanESM2,CCCMA,r5i1p1,noesgf,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CCSM4,NCAR,r1i1p1,ua6,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,noesgf,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CCSM4,NCAR,r4i1p1,ua6,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,noesgf,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CCSM4,NCAR,r6i1p1,ua6,noesgf,,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,noesgf,ua6,ua6,,ua6,noesgf,ua6,,noesgf,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r1i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r2i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r3i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r4i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r5i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r6i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r7i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r8i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r9i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,CSIRO-Mk3-6-0,CSIRO-QCCCE,r10i1p1,ua6,noesgf,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,ua6,,ua6,noesgf,ua6,ua6,ua6,
historical,historical,FGOALS-g2,LASG-CESS,r1i1p1,ua6,noesgf,,noesgf,noesgf,noesgf,ua6,ua6,ua6,r87/dbi599,r87/dbi599,r87/dbi599,ua6,ua6,,ua6,,r87/dbi599,,noesgf,
